           4
 -0.624000000000E+01  0.000000000000E+00  0.736084903606E-01  0.160000000000E+01  0.247102392000E+01  0.000000000000E+00       1
 -0.208000000000E+01  0.000000000000E+00  0.224819928997E+01  0.160000000000E+01  0.341215624962E+01  0.000000000000E+00       2
  0.208000000000E+01  0.000000000000E+00 -0.176566004302E+01  0.160000000000E+01  0.301153849248E+01  0.000000000000E+00       3
  0.624000000000E+01  0.000000000000E+00 -0.145511400025E+01  0.160000000000E+01  0.401364606215E+01  0.000000000000E+00       4
           5
 -0.624000000000E+01  0.000000000000E+00  0.109781689199E+00  0.160000000000E+01  0.263516346661E+01  0.000000000000E+00       1
 -0.208000000000E+01  0.000000000000E+00  0.226976284066E+01  0.160000000000E+01  0.371152196925E+01  0.000000000000E+00       2
  0.208000000000E+01  0.000000000000E+00 -0.173925310858E+01  0.160000000000E+01  0.327766123838E+01  0.000000000000E+00       3
  0.624091876891E+01  0.105476988572E+01 -0.135662822516E+01  0.160000000000E+01  0.215652403974E+01  0.000000000000E+00       4
  0.623927215507E+01 -0.105468543218E+01 -0.135747343366E+01  0.160000000000E+01  0.214498149634E+01  0.000000000000E+00       4
           5
 -0.624000000000E+01  0.000000000000E+00  0.142711588524E+00  0.160000000000E+01  0.281020610102E+01  0.000000000000E+00       1
 -0.208000000000E+01  0.000000000000E+00  0.228847639409E+01  0.160000000000E+01  0.403715255706E+01  0.000000000000E+00       2
  0.208000000000E+01  0.000000000000E+00 -0.171621963085E+01  0.160000000000E+01  0.356730064067E+01  0.000000000000E+00       3
  0.632204598362E+01  0.107587591714E+01 -0.126905263921E+01  0.160000000000E+01  0.233144833609E+01  0.000000000000E+00       4
  0.615828658327E+01 -0.107565149033E+01 -0.127056949585E+01  0.160000000000E+01  0.229225924981E+01  0.000000000000E+00       4
           6
 -0.624000000000E+01  0.000000000000E+00  0.172594461810E+00  0.160000000000E+01  0.299687606870E+01  0.000000000000E+00       1
 -0.150895006000E+01 -0.896078019385E+00  0.240848595109E+01  0.160000000000E+01  0.218574928596E+01  0.000000000000E+00       2
  0.208000000000E+01  0.000000000000E+00 -0.169621350029E+01  0.160000000000E+01  0.388253481229E+01  0.000000000000E+00       3
  0.635838139401E+01  0.108831895704E+01 -0.120939363937E+01  0.160000000000E+01  0.252056144225E+01  0.000000000000E+00       4
  0.612198753736E+01 -0.108802199054E+01 -0.121067396386E+01  0.160000000000E+01  0.244964932205E+01  0.000000000000E+00       4
 -0.265093752742E+01  0.896286896933E+00  0.240940800597E+01  0.160000000000E+01  0.219989021137E+01  0.000000000000E+00       2
           7
 -0.624000000000E+01  0.000000000000E+00  0.199632152392E+00  0.160000000000E+01  0.319594572366E+01  0.000000000000E+00       1
 -0.155589197412E+01 -0.952317798091E+00  0.248906058694E+01  0.160000000000E+01  0.236083857237E+01  0.000000000000E+00       2
  0.220079657056E+01  0.103302466784E+01 -0.167042392320E+01  0.160000000000E+01  0.210730098856E+01  0.000000000000E+00       3
  0.637839933983E+01  0.109639168873E+01 -0.116313370257E+01  0.160000000000E+01  0.272501426938E+01  0.000000000000E+00       4
  0.610197536568E+01 -0.109607268947E+01 -0.116332875156E+01  0.160000000000E+01  0.261784604054E+01  0.000000000000E+00       4
 -0.260398451102E+01  0.952675462969E+00  0.249044437051E+01  0.160000000000E+01  0.240004204224E+01  0.000000000000E+00       2
  0.195920348436E+01 -0.103302467319E+01 -0.167042343471E+01  0.160000000000E+01  0.210784440951E+01  0.000000000000E+00       3
           7
 -0.624000000000E+01  0.000000000000E+00  0.224028260522E+00  0.160000000000E+01  0.340823872408E+01  0.000000000000E+00       1
 -0.157685553376E+01 -0.981329834852E+00  0.254573028327E+01  0.160000000000E+01  0.254995337324E+01  0.000000000000E+00       2
  0.239364827515E+01  0.102592307297E+01 -0.152673499000E+01  0.160000000000E+01  0.226137083593E+01  0.000000000000E+00       3
